ID,Time,Simulation_reset
91.0,7.4
91.0,17.2
91.0,29.400000000000002
90.0,34.300000000000004
91.0,46.800000000000004
91.0,58.0
91.0,69.8
92.0,71.60000000000001
91.0,86.3
91.0,97.5
92.0,114.9
90.0,115.7
89.0,116.0
93.0,116.0
94.0,116.4
88.0,116.60000000000001
95.0,117.10000000000001
91.0,157.3
93.0,158.20000000000002
96.0,158.20000000000002
90.0,158.3
94.0,158.4
89.0,158.5
92.0,158.5
95.0,158.5
87.0,158.9
97.0,159.20000000000002
88.0,159.3
91.0,205.5
92.0,205.5
93.0,205.6
90.0,205.70000000000002
94.0,205.70000000000002
89.0,205.9
95.0,205.9
88.0,206.0
96.0,206.20000000000002
86.0,206.4
87.0,206.4
97.0,206.4
98.0,206.5
91.0,254.4
92.0,254.4
93.0,254.4
90.0,254.5
89.0,254.6
94.0,254.6
95.0,254.70000000000002
88.0,254.9
96.0,255.0
87.0,255.20000000000002
97.0,255.3
98.0,255.8
92.0,302.90000000000003
93.0,302.90000000000003
91.0,303.0
94.0,303.0
90.0,303.1
95.0,303.1
96.0,303.3
89.0,303.40000000000003
97.0,303.6
88.0,303.7
98.0,303.8
87.0,304.0
99.0,304.0
86.0,304.1
92.0,352.8
93.0,352.8
91.0,352.90000000000003
94.0,352.90000000000003
90.0,353.0
95.0,353.0
89.0,353.3
96.0,353.3
88.0,353.5
97.0,353.6
87.0,353.8
98.0,353.90000000000003
91.0,401.1
92.0,401.1
93.0,401.1
94.0,401.1
90.0,401.3
95.0,401.3
89.0,401.5
96.0,401.5
88.0,401.8
97.0,401.8
98.0,402.1
99.0,402.2
87.0,402.40000000000003
92.0,450.5
93.0,450.5
94.0,450.5
91.0,450.6
95.0,450.6
90.0,450.8
96.0,450.8
89.0,451.1
97.0,451.1
88.0,451.40000000000003
98.0,451.40000000000003
87.0,451.7
99.0,451.8
92.0,499.3
93.0,499.3
91.0,499.40000000000003
94.0,499.40000000000003
95.0,499.5
90.0,499.6
96.0,499.7
89.0,499.90000000000003
97.0,500.0
88.0,500.2
98.0,500.3
99.0,500.7
92.0,547.9
93.0,547.9
94.0,547.9
95.0,547.9
91.0,548.1
96.0,548.1
90.0,548.3000000000001
97.0,548.3000000000001
98.0,548.5
89.0,548.6
99.0,548.8000000000001
88.0,549.0
100.0,549.0
87.0,549.1
93.0,597.8000000000001
94.0,597.8000000000001
92.0,597.9
95.0,597.9
91.0,598.0
96.0,598.0
90.0,598.3000000000001
97.0,598.3000000000001
89.0,598.5
98.0,598.6
88.0,598.8000000000001
99.0,598.9
92.0,646.1
93.0,646.1
94.0,646.1
95.0,646.1
91.0,646.3000000000001
96.0,646.3000000000001
90.0,646.5
97.0,646.5
89.0,646.8000000000001
98.0,646.8000000000001
99.0,647.1
100.0,647.2
88.0,647.4
94.0,695.2
93.0,695.3000000000001
95.0,695.3000000000001
92.0,695.4
96.0,695.4
91.0,695.6
97.0,695.6
90.0,695.8000000000001
98.0,695.9
89.0,696.2
99.0,696.2
100.0,696.5
94.0,743.5
95.0,743.5
93.0,743.6
96.0,743.6
97.0,743.7
92.0,743.8000000000001
98.0,743.9
91.0,744.0
90.0,744.2
99.0,744.2
100.0,744.5
101.0,744.7
89.0,744.9
95.0,792.8000000000001
94.0,792.9
96.0,792.9
93.0,793.0
97.0,793.0
92.0,793.2
98.0,793.2
99.0,793.4
91.0,793.5
90.0,793.8000000000001
100.0,793.8000000000001
89.0,794.1
101.0,794.1
94.0,842.0
95.0,842.0
96.0,842.0
93.0,842.1
97.0,842.1
92.0,842.3000000000001
98.0,842.3000000000001
91.0,842.6
99.0,842.6
90.0,842.9
100.0,842.9
101.0,843.3000000000001
94.0,890.3000000000001
95.0,890.3000000000001
96.0,890.3000000000001
97.0,890.3000000000001
93.0,890.5
98.0,890.5
92.0,890.7
99.0,890.7
100.0,890.9
91.0,891.0
101.0,891.2
102.0,891.4
90.0,891.7
95.0,939.6
96.0,939.6
97.0,939.6
94.0,939.7
98.0,939.8000000000001
93.0,939.9
99.0,940.0
92.0,940.1
100.0,940.3000000000001
91.0,940.4
101.0,940.6
90.0,941.0
102.0,941.0
95.0,988.8000000000001
96.0,988.8000000000001
97.0,988.8000000000001
98.0,988.9
94.0,989.0
99.0,989.1
93.0,989.2
92.0,989.4
100.0,989.4
101.0,989.7
91.0,989.8000000000001
102.0,990.0
96.0,1037.1
97.0,1037.1
95.0,1037.2
98.0,1037.2
94.0,1037.3
99.0,1037.3
93.0,1037.5
100.0,1037.5
101.0,1037.7
92.0,1037.8
102.0,1038.1
103.0,1038.2
91.0,1038.5
96.0,1086.1
97.0,1086.1
98.0,1086.1
95.0,1086.2
99.0,1086.3
94.0,1086.4
100.0,1086.5
93.0,1086.7
101.0,1086.7
92.0,1087.0
102.0,1087.1
103.0,1087.5
97.0,1134.4
98.0,1134.4
96.0,1134.5
99.0,1134.5
95.0,1134.6000000000001
100.0,1134.6000000000001
94.0,1134.8
101.0,1134.8
102.0,1135.0
93.0,1135.1000000000001
103.0,1135.3
104.0,1135.5
92.0,1135.8
97.0,1183.7
98.0,1183.7
99.0,1183.7
96.0,1183.8
100.0,1183.9
95.0,1184.0
101.0,1184.1000000000001
94.0,1184.2
102.0,1184.4
